,shading60,move_sequence,shading_move_0,shading_move_1,shading_move_2,shading_move_3,shading_move_4,shading_move_5,shading_move_6,shading_move_7,shading_move_8,shading_move_9,shading_move_10,shading_move_11,shading_move_12,read_sequence
SPC_0186,25.4,0001100110001,25.4,22.9,22.9,23.4,23.4,25.4,22.9,20.6,20.6,25.4,22.9,25.4,20.6,0110001110101
SPC_0187,26.8,0101100001000,26.8,22.3,24.4,24.9,24.9,24.4,24.4,26.8,24.4,22.3,26.8,24.4,24.4,0110011011011
SPC_0188,26.4,0011111110011,26.4,24.0,21.9,24.5,21.9,24.5,21.9,24.5,21.9,24.0,24.0,24.5,24.5,0110101011100
SPC_0189,25.8,0010010000101,25.8,23.4,23.9,25.8,25.8,21.2,23.4,23.4,25.8,25.8,21.2,25.8,23.9,0100011100100
SPC_0190,27.1,0100101000110,27.1,22.7,24.8,27.1,25.3,24.8,22.7,27.1,27.1,27.1,25.3,25.3,24.8,0110011000001
SPC_0191,23.8,0011001100111,21.2,23.8,21.8,21.8,23.8,23.8,18.8,21.8,23.8,23.8,18.8,21.8,21.8,1000001000100
SPC_0192,24.8,0001110011100,24.8,22.3,22.3,22.8,22.8,20.0,24.8,22.3,22.8,20.0,22.8,24.8,24.8,0110010101000
SPC_0193,25.0,0011010111010,25.0,22.5,20.2,23.0,22.5,20.2,25.0,20.2,20.2,23.0,22.5,20.2,22.5,0110110110111
SPC_0194,27.5,0010011100010,27.5,27.5,25.7,25.3,27.5,23.2,25.7,25.7,27.5,27.5,25.3,25.7,25.3,0001010000101
SPC_0195,23.0,0000011111011,23.0,20.4,20.4,20.4,23.0,17.9,20.9,20.9,20.9,20.9,23.0,17.9,20.9,0111010000010
SPC_0196,24.7,0000001010010,22.2,24.7,24.7,24.7,24.7,24.7,22.7,24.7,19.9,22.2,24.7,22.7,24.7,1000000011000
SPC_0197,24.7,0110000000000,24.7,22.7,19.8,22.1,22.1,22.1,24.7,22.1,24.7,22.1,22.1,22.1,24.7,0011110101110
SPC_0198,25.6,0011101000010,25.6,25.6,23.7,21.0,21.0,23.2,23.7,25.6,23.2,23.2,23.2,21.0,25.6,0001110011110
SPC_0199,27.6,0111011100000,27.6,23.4,25.9,23.4,25.4,25.9,23.4,25.9,25.4,25.4,25.4,25.4,27.6,0101101011110
SPC_0200,24.8,0000000000101,24.8,24.8,22.3,24.8,24.8,24.8,24.8,22.3,22.3,24.8,22.8,22.3,20.0,0010000110011
SPC_0201,25.7,0100111001001,25.7,21.1,25.7,23.3,23.8,23.8,23.8,25.7,25.7,21.1,23.3,23.3,23.8,0101000001110
SPC_0202,23.4,0100100010111,23.4,18.3,23.4,23.4,18.3,23.4,23.4,23.4,21.3,20.8,21.3,21.3,18.3,0100100001001
SPC_0203,22.7,0011111011010,20.0,22.7,20.6,20.6,20.6,20.6,20.6,20.0,20.6,17.5,22.7,20.6,20.0,1000000101001
SPC_0204,22.8,0001100011000,22.8,22.8,22.8,20.6,17.6,22.8,20.1,20.1,17.6,20.6,22.8,22.8,22.8,0000101110000
SPC_0205,25.2,0010011000100,25.2,25.2,20.4,22.7,22.7,20.4,23.2,25.2,22.7,22.7,20.4,22.7,25.2,0011110011110
SPC_0206,23.4,0101111101110,23.4,18.3,23.4,21.3,18.3,18.3,21.3,21.3,23.4,21.3,21.3,21.3,20.7,0100110000001
SPC_0207,25.1,0110000010110,25.1,20.3,20.3,22.6,25.1,22.6,25.1,25.1,23.2,25.1,20.3,20.3,22.6,0111010000111
SPC_0208,25.1,0111011001011,25.1,23.1,20.3,20.3,22.6,20.3,23.1,25.1,22.6,23.1,25.1,20.3,20.3,0011110010011
SPC_0209,25.2,0001110111110,25.2,22.8,22.8,20.5,20.5,23.3,22.8,20.5,20.5,23.3,20.5,23.3,25.2,0111101110100
SPC_0210,27.0,0000001111100,27.0,27.0,27.0,27.0,27.0,24.7,25.2,25.2,22.6,22.6,25.2,24.7,24.7,0000010011011
SPC_0211,27.7,0100011110000,27.7,25.9,25.4,27.7,25.4,25.9,25.9,23.4,23.4,25.4,27.7,27.7,25.4,0010100111001
SPC_0212,27.6,0100110111101,27.6,25.9,25.4,27.6,25.9,23.4,25.4,23.4,25.9,23.4,25.9,27.6,23.4,0010011101001
SPC_0213,24.3,0000000010010,24.3,24.3,21.7,24.3,21.7,24.3,21.7,21.7,22.3,21.7,24.3,22.3,24.3,0010101101000
SPC_0214,24.8,0011111011110,24.8,24.8,22.9,20.0,20.0,22.9,22.9,24.8,20.0,22.9,20.0,22.9,24.8,0001100010100
SPC_0215,27.8,0010011001100,27.8,27.8,23.5,27.8,25.6,26.0,26.0,27.8,25.6,23.5,26.0,25.6,27.8,0010100011010
SPC_0216,24.4,0001111100111,24.4,21.8,24.4,19.4,19.4,19.4,19.4,22.3,24.4,24.4,22.3,22.3,19.4,0101111000001
SPC_0217,25.8,0101010100111,25.8,21.1,23.4,21.1,25.8,23.9,23.4,21.1,25.8,25.8,21.1,21.1,21.1,0111001100111
SPC_0218,25.4,0011000011101,25.4,25.4,20.7,20.7,25.4,25.4,25.4,23.0,20.7,23.5,23.5,25.4,23.5,0011000110000
SPC_0219,26.7,0100010100010,26.7,22.2,26.7,24.4,26.7,22.2,24.4,24.9,26.7,24.4,26.7,24.9,26.7,0101011001000
SPC_0220,25.8,0011110111011,25.8,23.4,21.2,23.9,21.2,21.2,23.4,23.9,23.9,21.2,23.4,23.9,23.9,0110111001100
SPC_0221,27.7,0010100001101,27.7,25.5,23.5,25.5,26.0,25.5,25.5,25.5,27.7,23.5,23.5,25.5,23.5,0111011101111
SPC_0222,26.1,0110110011001,26.1,21.6,21.6,26.1,21.6,21.6,26.1,26.1,21.6,24.3,26.1,26.1,24.3,0110110010000
SPC_0223,24.5,1000000111000,22.5,24.5,24.5,24.5,24.5,24.5,24.5,19.6,19.6,22.5,22.0,22.0,22.0,0000000110111
SPC_0224,25.9,0010010111010,25.9,25.9,21.3,25.9,23.5,24.0,25.9,21.3,24.0,21.3,25.9,24.0,23.5,0010100101001
SPC_0225,25.3,0101000110000,25.3,23.4,25.3,20.6,22.9,22.9,22.9,23.4,23.4,22.9,22.9,25.3,25.3,0001111001100
SPC_0226,25.2,0111101011000,25.2,23.3,23.3,20.5,23.3,22.8,20.5,22.8,23.3,23.3,25.2,22.8,25.2,0001011100010
SPC_0227,22.9,0011111100010,22.9,20.2,20.8,17.7,17.7,20.8,20.8,20.8,20.2,20.2,22.9,20.8,20.2,0101100011001
SPC_0228,26.5,0111011101010,26.5,22.0,24.7,24.7,26.5,22.0,22.0,22.0,24.2,22.0,26.5,24.7,26.5,0100011111000
SPC_0229,22.4,0111011111000,22.4,17.1,17.1,20.2,22.4,20.2,20.2,17.1,20.2,17.1,19.6,22.4,22.4,0110000101100
SPC_0230,25.7,0100101011010,25.7,21.0,25.7,25.7,23.8,23.3,21.0,23.3,23.8,23.8,25.7,23.8,25.7,0100011100000
SPC_0231,22.6,0011111010001,22.6,22.6,17.3,17.3,17.3,17.3,17.3,22.6,20.5,19.9,22.6,22.6,17.3,0011111001001
SPC_0232,27.2,0011111100001,27.2,24.9,25.4,22.8,25.4,22.8,25.4,22.8,27.2,24.9,27.2,27.2,22.8,0101010101001
SPC_0233,22.0,0101001001101,22.0,19.8,22.0,16.6,22.0,22.0,16.6,22.0,19.2,16.6,16.6,19.2,19.8,0001001011110
SPC_0234,23.6,0111000010110,23.6,21.5,21.5,21.5,20.9,23.6,20.9,23.6,18.5,20.9,18.5,18.5,20.9,0000101011111
SPC_0235,27.5,0011010100001,27.5,25.3,25.8,23.2,25.3,25.8,25.3,25.8,25.3,27.5,27.5,27.5,23.2,0101101010001
SPC_0236,25.6,0111010100000,25.6,23.7,20.9,23.7,23.1,23.7,25.6,23.7,23.1,23.1,23.1,23.1,23.1,0010100011111
SPC_0237,22.6,0000010001010,22.6,22.6,22.6,22.6,19.8,17.3,19.8,22.6,22.6,20.4,19.8,17.3,22.6,0000111000110
SPC_0238,24.2,0010100100001,24.2,21.7,22.2,24.2,22.2,24.2,21.7,19.3,21.7,21.7,24.2,21.7,19.3,0100001111011
SPC_0239,25.3,0111101100010,25.3,20.6,20.6,20.6,23.4,25.3,20.6,23.4,25.3,25.3,22.9,23.4,25.3,0111001000100
SPC_0240,22.6,0111101010000,22.6,17.4,17.4,20.5,17.4,19.9,17.4,22.6,17.4,19.9,22.6,19.9,22.6,0110111011010
SPC_0241,26.8,0001010111001,26.8,26.8,24.5,25.0,26.8,25.0,24.5,25.0,25.0,22.4,24.5,26.8,22.4,0010001001101
SPC_0242,25.6,0011010010101,25.6,23.2,20.9,23.7,23.2,23.7,25.6,25.6,23.7,25.6,20.9,25.6,23.7,0110100000100
SPC_0243,26.5,0101100101000,26.5,24.7,26.5,22.0,24.7,26.5,24.2,22.0,26.5,22.0,24.2,26.5,26.5,0001001101100
SPC_0244,24.8,0100001100010,24.8,19.9,22.2,24.8,24.8,22.2,22.8,22.8,22.2,22.2,24.8,22.8,24.8,0110010011000
SPC_0245,24.7,0011000011001,24.7,22.2,22.7,19.9,22.2,22.2,24.7,24.7,19.9,22.7,24.7,22.2,22.7,0101110010010
SPC_0246,25.1,0010010100000,25.1,22.7,20.4,22.7,22.7,20.4,22.7,23.2,22.7,22.7,25.1,22.7,22.7,0111111011011
SPC_0247,22.4,0011001010111,22.4,22.4,20.2,20.2,22.4,22.4,17.1,22.4,17.1,22.4,20.2,17.1,20.2,0000001010010
SPC_0248,24.0,0011000010000,24.0,24.0,19.0,22.0,21.4,24.0,24.0,24.0,22.0,21.4,21.4,24.0,21.4,0010100001101
SPC_0249,26.8,0101111101000,26.8,22.4,24.5,22.4,22.4,22.4,22.4,22.4,24.5,25.0,24.5,24.5,24.5,0111111110111
SPC_0250,23.3,0110011110101,23.3,21.2,18.1,23.3,23.3,21.2,21.2,18.1,21.2,20.6,21.2,23.3,21.2,0010000101000
SPC_0251,23.5,0001010110100,23.5,20.8,20.8,18.4,20.8,18.4,23.5,21.4,21.4,20.8,18.4,23.5,23.5,0111110001100
SPC_0252,27.3,0100111001100,27.3,25.5,27.3,25.0,22.9,22.9,22.9,25.0,25.0,25.5,22.9,25.0,25.0,0001111110111
SPC_0253,24.4,0011000111111,24.4,21.9,22.4,22.4,21.9,24.4,24.4,22.4,19.5,19.5,19.5,19.5,22.4,0100100011110
SPC_0254,24.8,1000000000101,22.8,22.3,24.8,24.8,22.3,24.8,24.8,24.8,22.3,22.3,20.0,22.3,20.0,0100100011111
SPC_0255,26.5,0000101111111,26.5,26.5,24.2,24.2,24.7,26.5,24.7,22.0,22.0,22.0,24.7,24.7,24.7,0011000111000
SPC_0256,25.5,0100111111101,25.5,23.6,25.5,25.5,23.6,23.6,23.6,20.8,23.6,20.8,23.6,23.1,20.8,0000000101011
SPC_0257,24.9,0011110001000,24.9,22.4,20.1,20.1,20.1,20.1,24.9,22.4,22.4,20.1,24.9,22.4,22.4,0111110111011
SPC_0258,24.5,0001010001100,24.5,24.5,24.5,19.6,22.0,22.5,24.5,24.5,24.5,19.6,19.6,24.5,22.0,0001100001101
SPC_0259,24.2,0110100101000,21.6,22.2,22.2,24.2,22.2,24.2,24.2,22.2,21.6,22.2,21.6,24.2,21.6,1000000010101
SPC_0260,24.9,0010010110100,24.9,22.4,22.9,22.4,22.4,22.9,22.4,20.1,20.1,22.4,22.9,24.9,24.9,0101101111000
SPC_0261,25.2,0100101100011,25.2,20.4,25.2,22.7,20.4,25.2,23.2,20.4,25.2,22.7,22.7,23.2,23.2,0101100101100
SPC_0262,25.9,0111000110101,25.9,21.2,24.0,24.0,23.5,23.5,25.9,24.0,24.0,25.9,21.2,25.9,21.2,0100110000101
SPC_0263,24.4,0001100100011,24.4,21.9,24.4,22.4,19.5,24.4,24.4,19.5,24.4,21.9,21.9,19.5,22.4,0100100101110
SPC_0264,25.2,0011110011101,25.2,25.2,23.2,20.4,23.2,20.4,25.2,22.7,23.2,20.4,20.4,22.7,23.2,0001010101110
SPC_0265,24.0,0101111010010,24.0,22.0,24.0,19.0,22.0,19.0,19.0,21.4,19.0,21.4,21.4,19.0,21.4,0001011111111
SPC_0266,22.1,0010100111111,22.1,22.1,19.9,22.1,16.7,19.3,19.3,19.9,16.7,19.9,19.9,19.9,16.7,0000111010001
SPC_0267,24.0,0111000000110,24.0,22.0,19.0,19.0,21.4,24.0,24.0,21.4,21.4,24.0,19.0,22.0,21.4,0011100110101
SPC_0268,25.6,0101011111011,25.6,23.6,25.6,23.6,25.6,23.6,23.6,23.6,23.6,23.6,23.1,20.9,23.6,0000000000110
SPC_0269,26.4,1000000100001,24.6,26.4,26.4,26.4,26.4,24.1,24.1,21.9,24.1,24.1,26.4,26.4,24.6,0000011111000
SPC_0270,23.2,0010011111110,23.2,23.2,18.0,20.5,20.5,21.1,18.0,18.0,21.1,21.1,21.1,21.1,23.2,0011101100000
SPC_0271,24.4,0100110010101,24.4,22.4,21.9,21.9,22.4,22.4,21.9,24.4,22.4,24.4,19.5,24.4,22.4,0011001000100
SPC_0272,24.8,0100010110111,24.8,22.8,22.3,22.3,22.3,20.0,24.8,22.8,20.0,24.8,20.0,22.8,20.0,0011110010101
SPC_0273,23.3,0000111000011,23.3,20.7,20.7,23.3,18.2,21.2,18.2,20.7,20.7,23.3,20.7,18.2,21.2,0110101110110
SPC_0274,24.2,0001000100111,24.2,24.2,24.2,19.2,21.6,24.2,21.6,22.1,21.6,21.6,19.2,19.2,19.2,0001101011111
SPC_0275,25.4,0110011110010,25.4,20.7,23.5,25.4,25.4,20.7,23.5,23.5,20.7,25.4,23.0,20.7,23.0,0100010010111
SPC_0276,25.4,0100110101110,25.4,20.7,25.4,25.4,23.5,23.5,22.9,23.5,22.9,20.7,23.5,20.7,25.4,0100001011010
SPC_0277,24.3,0010110100010,24.3,24.3,19.3,24.3,22.2,22.2,21.7,19.3,21.7,24.3,21.7,22.2,21.7,0010001110101
SPC_0278,25.2,0101001111111,25.2,20.5,25.2,20.5,25.2,25.2,23.3,20.5,23.3,20.5,20.5,23.3,23.3,0101000101100
SPC_0279,26.2,0110110011111,26.2,21.6,24.3,23.8,21.6,24.3,26.2,26.2,24.3,21.6,21.6,24.3,21.6,0101100001101
SPC_0280,26.8,0111111000010,26.8,25.0,22.4,22.4,25.0,22.4,22.4,24.6,26.8,26.8,26.8,22.4,24.6,0011011100011
SPC_0281,26.5,0110001100101,26.5,24.7,24.7,24.2,24.2,26.5,22.0,24.7,24.2,24.2,24.7,26.5,24.7,0001101011000
SPC_0282,25.0,0000110010100,25.0,22.6,25.0,22.6,23.1,20.3,25.0,22.6,23.1,25.0,23.1,22.6,25.0,0101010100010
SPC_0283,26.6,0001001110100,26.6,26.6,24.3,24.7,26.6,26.6,22.1,24.7,24.7,24.3,24.7,26.6,24.3,0010001001001
SPC_0284,23.6,0010100110001,23.6,20.9,18.5,20.9,21.5,23.6,23.6,18.5,21.5,23.6,20.9,23.6,21.5,0111000100100
SPC_0285,26.0,0010001001100,26.0,23.6,24.1,23.6,26.0,26.0,21.4,23.6,26.0,24.1,21.4,26.0,26.0,0101001100100
SPC_0286,25.3,0110010011101,25.3,20.6,23.4,25.3,25.3,23.4,25.3,22.8,20.6,20.6,20.6,25.3,20.6,0100000111101
SPC_0287,24.9,0111111011111,24.9,22.9,22.9,22.9,22.9,20.1,22.9,24.9,22.9,22.9,20.1,22.9,22.9,0000010000100
SPC_0288,25.1,0001011111100,25.1,25.1,25.1,20.3,25.1,20.3,20.3,23.1,23.1,20.3,23.1,22.6,22.6,0001011001011
SPC_0289,27.8,0101001000010,27.8,26.0,25.6,26.0,25.6,27.8,23.5,25.6,27.8,25.6,27.8,23.5,25.6,0010101101011
SPC_0290,26.6,0100101100111,26.6,22.1,26.6,24.2,22.1,26.6,24.7,22.1,24.2,24.2,22.1,22.1,24.7,0101100111110
SPC_0291,24.6,0100000001110,24.6,19.7,24.6,24.6,24.6,22.1,22.1,22.1,22.1,22.6,22.6,22.6,22.1,0100011110001
SPC_0292,26.2,0001101000101,26.2,23.9,23.9,24.4,24.4,26.2,24.4,23.9,26.2,26.2,24.4,23.9,24.4,0110000100010
SPC_0293,25.6,0000100110111,25.6,23.2,23.2,25.6,23.7,25.6,23.2,23.7,23.7,25.6,20.9,23.7,20.9,0110001000101
SPC_0294,24.0,0011100111111,24.0,21.4,19.0,19.0,21.9,21.4,24.0,19.0,19.0,19.0,21.9,21.9,19.0,0111010111001
SPC_0295,25.1,0011101111000,25.1,25.1,20.3,23.1,23.1,25.1,23.1,23.1,20.3,20.3,22.6,22.6,22.6,0010000011111
SPC_0296,27.6,0001011010001,27.6,27.6,25.4,25.8,25.4,25.8,25.8,25.4,25.8,27.6,25.4,25.4,25.8,0010100100110
SPC_0297,23.6,0101010010000,23.6,21.5,23.6,21.5,23.6,18.5,23.6,23.6,21.5,21.0,21.0,21.0,23.6,0000010001110
SPC_0298,25.2,0111001110110,25.2,23.2,23.2,20.4,22.7,25.2,20.4,20.4,23.2,22.7,23.2,23.2,22.7,0001101101001
SPC_0299,24.6,0000001111011,24.6,22.0,24.6,22.0,24.6,24.6,19.7,19.7,19.7,19.7,24.6,22.6,19.7,0101001111001
SPC_0300,23.1,0100101001010,23.1,21.0,23.1,23.1,18.0,23.1,18.0,20.4,23.1,21.0,23.1,18.0,23.1,0000101100010
SPC_0301,26.3,0110111100001,26.3,21.7,24.4,23.9,24.4,21.7,24.4,21.7,26.3,23.9,26.3,26.3,24.4,0101010101000
SPC_0302,25.2,0011011110101,25.2,22.7,23.2,23.2,25.2,23.2,23.2,23.2,20.4,25.2,20.4,25.2,20.4,0100000010101
SPC_0303,25.8,0111001011000,25.8,24.0,24.0,24.0,23.4,23.4,21.2,23.4,24.0,21.2,23.4,25.8,23.4,0000111101101
SPC_0304,24.9,0100111011011,22.4,22.9,24.9,24.9,22.9,22.9,20.1,24.9,22.9,22.9,22.4,20.1,20.1,1000001000111
SPC_0305,25.2,0101011110010,25.2,23.2,22.7,23.2,25.2,23.2,23.2,20.4,23.2,25.2,22.7,23.2,25.2,0010000100100
SPC_0306,26.8,0111010011111,26.8,22.3,25.0,22.3,26.8,25.0,24.5,24.5,22.3,25.0,25.0,25.0,25.0,0101001110000
SPC_0307,24.4,0000000110000,24.4,24.4,24.4,21.9,21.9,24.4,21.9,19.5,19.5,21.9,24.4,24.4,24.4,0001101111000
SPC_0308,27.1,0000101110001,27.1,24.8,27.1,24.8,22.7,27.1,22.7,25.3,22.7,27.1,24.8,27.1,25.3,0101101010100
SPC_0309,24.1,0111001110001,24.1,22.1,22.1,19.2,24.1,24.1,19.2,22.1,19.2,21.6,24.1,24.1,19.2,0001001011001
SPC_0310,24.8,0001011011100,24.8,22.3,22.3,19.9,22.3,19.9,22.8,22.3,19.9,22.8,22.8,22.3,22.3,0111110110011
SPC_0311,25.6,0110100011010,25.6,20.9,20.9,25.6,20.9,23.2,23.2,23.2,20.9,20.9,25.6,23.7,25.6,0110111111000
SPC_0312,25.4,0011111110110,25.4,22.9,20.7,23.5,23.5,20.7,23.5,23.5,23.5,25.4,20.7,23.5,25.4,0110010000100
SPC_0313,24.3,0011010011101,24.3,24.3,22.3,22.3,21.8,19.4,21.8,24.3,19.4,22.3,19.4,21.8,22.3,0000111010110
SPC_0314,24.5,0100011110100,24.5,19.6,22.0,24.5,22.0,22.5,22.5,19.6,22.5,24.5,22.5,22.0,24.5,0110100100010
SPC_0315,22.6,0110110000011,22.6,20.4,17.3,19.8,20.4,20.4,19.8,22.6,19.8,22.6,22.6,20.4,17.3,0011001010001
SPC_0316,24.4,0011000110000,24.4,24.4,19.4,22.3,21.8,24.4,21.8,19.4,22.3,21.8,21.8,21.8,21.8,0010101101111
SPC_0317,24.3,0000010001111,24.3,21.7,24.3,21.7,24.3,22.3,21.7,21.7,24.3,22.3,22.3,19.4,22.3,0101001100010
SPC_0318,22.2,0011011110010,22.2,19.4,16.8,16.8,19.4,16.8,20.0,20.0,20.0,19.4,22.2,16.8,22.2,0111110001010
SPC_0319,24.3,0100101101010,24.3,19.3,21.7,21.7,19.3,24.3,22.3,22.3,24.3,22.3,24.3,22.3,21.7,0111100000001
SPC_0320,24.9,0111001101111,24.9,22.9,20.1,22.9,22.4,22.4,20.1,22.9,22.4,20.1,20.1,20.1,20.1,0010111011111
SPC_0321,25.2,0001100101100,22.7,25.2,25.2,23.2,23.2,25.2,25.2,23.2,22.7,23.2,23.2,25.2,22.7,1000000010001
SPC_0322,24.3,0011100010111,24.3,21.8,22.3,19.4,19.4,24.3,24.3,21.8,22.3,24.3,22.3,22.3,22.3,0101100100000
SPC_0323,24.6,0101010000010,24.6,22.6,24.6,22.6,24.6,19.8,24.6,24.6,24.6,24.6,24.6,19.8,24.6,0000010000010
SPC_0324,27.3,0010010100010,27.3,27.3,23.0,25.0,25.0,23.0,25.0,23.0,25.0,25.0,25.0,23.0,25.0,0011111111111
SPC_0325,25.4,0011010011110,25.4,25.4,23.4,23.4,22.9,20.6,25.4,22.9,23.4,20.6,20.6,23.4,25.4,0000110101100
SPC_0326,22.3,0110100001000,22.3,17.0,20.1,22.3,20.1,19.5,22.3,19.5,19.5,20.1,22.3,22.3,22.3,0100010110000
SPC_0327,25.7,0000010010110,25.7,25.7,23.3,25.7,23.3,21.0,25.7,25.7,21.0,25.7,23.8,23.8,25.7,0010110010000
SPC_0328,24.8,0111101001110,24.8,22.8,22.8,20.0,22.8,24.8,20.0,22.3,22.3,20.0,22.8,20.0,22.3,0001001111011
SPC_0329,23.5,0100000110101,23.5,18.4,20.8,23.5,20.8,23.5,20.8,21.4,18.4,23.5,21.4,23.5,18.4,0110101010001
SPC_0330,0.0,0101011011000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_0331,23.5,0110011110110,23.5,21.4,18.4,23.5,23.5,21.4,21.4,18.4,21.4,20.9,21.4,21.4,20.9,0010000101001
SPC_0332,25.7,0000101000110,25.7,23.3,23.3,25.7,23.9,23.3,21.1,23.3,23.3,25.7,21.1,23.9,23.3,0110011110101
SPC_0333,28.2,0101011000000,28.2,24.0,28.2,26.5,26.0,26.5,26.5,28.2,28.2,28.2,26.0,26.0,26.0,0100100000111
SPC_0334,23.5,0111100100010,23.5,18.4,18.4,21.4,18.4,20.8,20.8,18.4,20.8,20.8,23.5,18.4,23.5,0110111111010
SPC_0335,26.1,0010001111110,26.1,26.1,21.5,23.7,23.7,26.1,21.5,24.2,21.5,24.2,24.2,24.2,26.1,0011101010000
SPC_0336,23.5,0011000011011,23.5,23.5,21.4,21.4,20.8,20.8,23.5,23.5,21.4,21.4,20.8,21.4,21.4,0000110000100
SPC_0337,22.0,0011001001110,22.0,19.3,19.8,19.8,22.0,19.3,19.8,22.0,19.3,19.8,16.7,16.7,22.0,0100010010110
SPC_0338,26.0,0000100001011,26.0,26.0,26.0,26.0,24.1,26.0,23.6,23.6,26.0,24.1,26.0,24.1,21.4,0000001100001
SPC_0339,21.8,0010011000111,21.8,19.0,16.4,19.0,21.8,19.6,19.6,19.0,21.8,21.8,19.6,16.4,19.6,0111000100010
SPC_0340,24.0,0010001101101,24.0,21.4,22.0,24.0,21.4,21.4,22.0,19.0,24.0,19.0,22.0,24.0,22.0,0100110101000
SPC_0341,25.7,0110111111100,23.3,23.8,23.8,25.7,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.3,23.3,1000000000011
SPC_0342,27.8,0011100110110,27.8,25.6,23.6,26.1,26.1,25.6,25.6,26.1,23.6,27.8,26.1,23.6,27.8,0110011010010
SPC_0343,25.9,0010110011011,25.9,23.5,24.0,23.5,21.2,24.0,25.9,23.5,21.2,24.0,23.5,21.2,21.2,0101100110111
SPC_0344,24.0,0101110011111,24.0,19.1,21.5,22.0,19.1,19.1,24.0,21.5,22.0,22.0,19.1,19.1,19.1,0110110100111
SPC_0345,25.7,0111111110010,25.7,21.0,23.8,23.8,23.8,21.0,21.0,23.8,21.0,23.3,23.3,21.0,23.3,0100011011111
SPC_0346,24.1,0001000101110,24.1,24.1,24.1,22.1,24.1,24.1,24.1,19.2,21.5,19.2,19.2,22.1,21.5,0000000111101
SPC_0347,25.9,0010100110101,25.9,25.9,24.1,23.6,24.1,23.6,23.6,21.3,24.1,23.6,24.1,25.9,21.3,0001011101001
SPC_0348,27.6,0001110011010,27.6,27.6,25.3,23.3,25.8,25.8,25.3,25.3,25.8,23.3,25.3,25.8,25.3,0011001101101
SPC_0349,24.8,0101101111100,24.8,22.8,24.8,20.0,22.8,22.3,22.8,22.8,20.0,22.8,20.0,24.8,22.3,0001010010101
SPC_0350,24.3,0011100000110,24.3,24.3,19.4,19.4,22.3,21.7,24.3,21.7,24.3,24.3,22.3,22.3,21.7,0011010100001
SPC_0351,23.7,0111100001100,23.7,21.7,21.7,21.7,21.7,23.7,23.7,23.7,23.7,18.7,21.7,23.7,21.1,0000000001001
SPC_0352,22.9,0100001111010,20.2,20.8,22.9,22.9,22.9,22.9,20.8,20.8,17.7,20.8,22.9,17.7,20.2,1000000010011
SPC_0353,22.1,0011100100001,22.1,22.1,16.8,16.8,16.8,19.4,22.1,16.8,19.4,19.4,19.4,19.4,20.0,0011110111110
SPC_0354,23.4,0001111010000,23.4,20.7,23.4,21.3,18.3,21.3,21.3,20.7,18.3,20.7,23.4,20.7,23.4,0100100111010
SPC_0355,27.3,0001011000000,27.3,27.3,27.3,25.6,25.1,23.0,25.6,25.1,27.3,25.1,25.1,25.1,27.3,0000110101110
SPC_0356,27.4,0101000000110,27.4,25.6,25.1,23.0,27.4,25.1,25.1,27.4,25.1,25.1,25.6,25.6,25.1,0011011011001
SPC_0357,23.0,0110010101000,23.0,20.9,20.9,20.3,23.0,20.9,23.0,17.8,23.0,17.8,20.3,20.3,20.3,0001000101111
SPC_0358,23.5,0000000001100,23.5,20.8,23.5,20.8,23.5,23.5,20.8,20.8,20.8,18.4,18.4,20.8,20.8,0101001111111
SPC_0359,24.0,0000001100100,24.0,21.4,21.4,21.4,21.4,21.4,19.0,19.0,21.4,24.0,22.0,24.0,21.4,0111111110001
SPC_0360,24.6,0111111011101,24.6,19.7,22.6,22.6,19.7,19.7,22.6,22.1,19.7,22.6,22.6,24.6,19.7,0100110110001
SPC_0361,0.0,0111101011110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_0362,24.5,0010110101110,24.5,22.0,22.5,24.5,22.5,19.7,22.0,22.5,22.0,22.5,22.5,22.5,24.5,0100011010000
SPC_0363,25.6,0111010011000,25.6,20.9,20.9,23.6,25.6,20.9,23.1,23.1,20.9,20.9,25.6,23.1,23.1,0110011111011
SPC_0364,24.2,0101111110011,24.2,22.2,24.2,19.3,22.2,19.3,22.2,22.2,22.2,24.2,21.7,19.3,22.2,0001010000110
SPC_0365,23.6,0110110001010,23.6,21.5,18.6,23.6,21.5,18.6,23.6,21.0,23.6,18.6,21.0,21.5,21.0,0010010101101
SPC_0366,25.6,0001100110101,25.6,25.6,25.6,20.9,23.6,25.6,23.1,20.9,20.9,23.1,20.9,25.6,23.6,0001001111100
SPC_0367,24.6,0010010011000,24.6,24.6,19.8,22.1,22.1,22.7,24.6,24.6,22.7,19.8,22.1,24.6,22.1,0011100001101
SPC_0368,22.9,0011000111010,22.9,20.2,20.8,20.8,20.2,22.9,22.9,17.7,20.8,17.7,20.2,20.8,20.2,0100100101101
SPC_0369,25.7,1000001011010,23.8,23.3,25.7,25.7,23.3,25.7,23.8,23.3,23.8,23.8,23.3,23.8,25.7,0100100100100
SPC_0370,25.7,0111011010100,25.7,21.0,21.0,21.0,23.3,23.8,21.0,23.3,21.0,25.7,23.8,23.3,23.3,0111101110011
